Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
GOLDSTAR,SM,8.9,1.14,214.23,0.23,0.02
BIOFILCHEM,BE,44.25,1.26,72.01,0.05,0.02
HDFCVALUE,EQ,132.34,-0.18,35.48,0.02,0.02
ASHALOG,SM,66.4,-0.75,90.01,0.03,0.02
LAXMICOT,EQ,25.88,-0.12,44.38,0.08,0.02
EQUAL200,EQ,12.93,-0.54,13.34,0.15,0.02
INSPIRE,SM,19.95,2.84,27.15,0.1,0.02
WILLAMAGOR,EQ,34.24,1.69,37.51,0.06,0.02
SGBOCT27,GB,10350,-0.09,471.73,0,0.02
VILINBIO,SM,24.6,4.68,34.32,0.08,0.02
PARASPETRO,EQ,2.5,2.04,83.56,0.79,0.02
950ISF27A,N0,97500,-0.81,48.75,0,0.02
DNAMEDIA,EQ,4.72,1.07,55.56,0.41,0.02
ITETFADD,EQ,36.7,-1.02,39.25,0.05,0.02
762NTPC35F,ND,1222,-2.79,202.53,0,0.02
9SCL26BA,NA,1060,1.87,428.77,0,0.02
PURVFLEXI,SM,79.75,2.24,167.34,0.02,0.02
VISASTEEL,BE,31.2,0,361.26,0.06,0.02
GROBTEA,BE,1050,0,122.04,0,0.02
SIMBHALS,BE,15.4,0.65,63.57,0.12,0.02
SALONA,EQ,254.75,0.37,134.06,0.01,0.02
BABAFP,SM,38,-1.3,62.04,0.05,0.02
PALREDTEC,BE,54.16,2,66.25,0.03,0.02
MPTODAY,ST,45.45,-5.02,20.76,0.04,0.02
SANWARIA,BZ,0.35,2.94,25.76,5.31,0.02
VIVIDHA,EQ,0.83,-1.19,24.29,2.19,0.02
UNIVPHOTO,BE,250.05,-3.19,273.72,0.01,0.02
NIFMID150,EQ,216.96,-0.05,10.02,0.01,0.02
SGBOCT26,GB,10336.06,-1,323.06,0,0.02
ADROITINFO,EQ,11,0.36,59.59,0.16,0.02
ROLTA,BZ,2.2,4.76,36.45,0.79,0.02
KEEPLEARN,BE,2.94,1.03,45.78,0.6,0.02
1025NFL25,N5,1000,-0.3,97.25,0,0.02
CCHHL,EQ,17.76,1.25,290.31,0.1,0.02
APRAMEYA,ST,168.2,0.12,320.25,0.01,0.02
SBIBPB,EQ,40.97,-0.63,493.38,0.04,0.02
SGBJUN30,GB,11100,0.91,2839.23,0,0.02
ORIENTLTD,EQ,86.6,-1.46,86.6,0.02,0.02
SHRENIK,EQ,0.57,1.79,34.88,2.96,0.02
HOMESFY,SM,287.9,4.94,92.88,0.01,0.02
JOCIL,EQ,161.3,-1.45,143.25,0.01,0.02
MEDIORG,ST,41,1.74,47.97,0.04,0.02
SILKFLEX,SM,82,-3.81,95.18,0.02,0.02
ANIKINDS,EQ,93,-1.38,258.11,0.02,0.02
SHRITECH,SM,81,-0.61,202.09,0.02,0.02
IL&FSTRANS,BZ,3.27,-2.97,107.57,0.49,0.02
LAL,BE,10.75,1.22,185.69,0.15,0.02
NMSTEEL,SM,33.2,-2.35,57.39,0.05,0.02
BLUECOAST,BE,73.4,-5.01,126.19,0.02,0.02
LPDC,EQ,7.86,-0.51,105.44,0.2,0.02
SHIVAMILLS,EQ,71.9,0.6,62.13,0.02,0.02
SOMATEX,BE,87.05,1.99,287.55,0.02,0.02
GLOBALE,EQ,14.14,2.84,15.02,0.11,0.02
GAYAHWS,BE,1.87,-2.09,44.81,0.83,0.02
PSRAJ,SM,152.45,1.5,114.92,0.01,0.02
9MMFSML,N2,1020,0,0,0,0.02
LOYALTEX,BE,327.45,4.32,157.71,0.01,0.02
RUCHINFRA,BE,7.48,0.13,176.55,0.2,0.02
UNILEX,SM,47,0,64,0.03,0.02
LFIC,EQ,206.4,-1.08,61.92,0.01,0.01
SAGARDEEP,EQ,28.79,-1.87,49.11,0.05,0.01
BIRDYS,ST,123,0,69.6,0.01,0.01
HYBRIDFIN,BE,15.88,1.99,46.74,0.09,0.01
AKASH,EQ,26.75,-2.94,45.11,0.05,0.01
USHAFIN,SM,44.15,-3.18,191.94,0.03,0.01
MONOPHARMA,SM,23.85,-2.25,42.14,0.06,0.01
UHTL,SM,70.1,-2.64,133.22,0.02,0.01
NPBET,EQ,276,-1.32,11.63,0.01,0.01
GOLDKART,ST,220,4.84,369.28,0.01,0.01
SRPL,BZ,0.56,3.7,12,2.45,0.01
1050UCL25,N7,999,-0.1,49.23,0,0.01
MASKINVEST,EQ,160.8,0.94,49.07,0.01,0.01
ASPINWALL,EQ,270.75,-0.02,211.68,0,0.01
NAGREEKCAP,EQ,26.68,2.03,33.66,0.05,0.01
GRAPHISAD,SM,35.6,-4.3,65.06,0.04,0.01
ONELIFECAP,BE,12.85,4.98,17.17,0.1,0.01
RELCHEMQ,EQ,168.05,-0.8,126.77,0.01,0.01
NIF10GETF,EQ,25.9,-0.15,23.29,0.05,0.01
MOQUALITY,EQ,191.8,-0.62,18.86,0.01,0.01
DGCONTENT,BE,39.8,3.08,231.58,0.03,0.01
GANGESSECU,EQ,171.9,1.25,171.96,0.01,0.01
SEYAIND,BE,18.9,0.11,50.22,0.07,0.01
DCMFINSERV,BE,5.94,1.02,11.16,0.22,0.01
AILIMITED,SM,42.05,-4.97,25.32,0.03,0.01
732GS2030,GS,105,0.14,73500,0.01,0.01
NETF,EQ,269.99,-0.42,721.36,0,0.01
ISHAN,SM,0.85,0,18.38,1.44,0.01
SGBOCT25,GB,10399.98,1.85,275.41,0,0.01
CHETANA,SM,76.5,0.53,156.06,0.02,0.01
MAXPOSURE,SM,59.45,-5.48,135.19,0.02,0.01
21STCENMGM,EQ,56,-1.48,58.8,0.02,0.01
SWASTIK,SM,33.5,-1.33,77.83,0.04,0.01
PROPEQUITY,SM,201,1.52,210.69,0.01,0.01
RETAIL,EQ,40.56,-5.85,30.03,0.03,0.01
CLSL,SM,60,0,102.84,0.02,0.01
MOGOLD,EQ,98.55,-0.35,1.97,0.01,0.01
SHUBHLAXMI,SM,14.45,-3.34,12.72,0.08,0.01
SANGINITA,EQ,10.12,1.4,26.21,0.11,0.01
SGBNOV25,GB,10340,0.93,181.08,0,0.01
897GS2030,GS,113.75,1.16,102375,0.01,0.01
SITINET,BZ,0.51,0,44.47,2.26,0.01
ROCKINGDCE,SM,231.4,4.47,130.95,0.01,0.01
1050NFL26,N7,1008,0,68.04,0,0.01
LAKSHYA,SM,139.6,-2.38,140.77,0.01,0.01
QUADPRO,ST,3.1,3.33,15.67,0.36,0.01
MOMGF,EQ,145.05,-0.12,1.09,0.01,0.01
REGENCERAM,EQ,47.09,0.19,124.51,0.02,0.01
GSTL,ST,12.45,0.4,19.84,0.09,0.01
YCCL,SM,12.3,1.23,23.74,0.09,0.01
AGUL,SM,54.45,4.61,29.86,0.02,0.01
NORBTEAEXP,BE,38.26,1.67,51.02,0.03,0.01
SGBDC27VII,GB,10600,0.89,687.2,0,0.01
ICDSLTD,BE,51.9,3.08,67.61,0.02,0.01
DKEGL,SM,70.5,-4.08,52.93,0.01,0.01
KHAITANLTD,BE,110.2,-3.15,52.34,0.01,0.01
UMESLTD,EQ,5.85,0.34,15.45,0.18,0.01
ARENTERP,BE,48,4.35,14.92,0.02,0.01
EBANKNIFTY,EQ,55.68,-0.62,4.69,0.02,0.01
SGBJUL27,GB,10345,-1.62,554.44,0,0.01
TRIDHYA,SM,17.35,-1.42,40.4,0.06,0.01
SGBFEB28IX,GB,10320.99,0,418.99,0,0.01
SGBOCT25V,GB,10321.75,0,179.62,0,0.01
824GS2027,GS,103.3,-1.43,99569.37,0.01,0.01
SGBDEC2512,GB,10302,0.51,114.58,0,0.01
SGBJUN27,GB,10280,0.24,472.66,0,0.01
ANSALAPI,BZ,5.42,1.12,85.31,0.19,0.01
LOWVOL,EQ,208.31,-0.8,44.44,0,0.01
930APMD31,N0,101699.75,0.07,1016.99,0,0.01
GSEC5IETF,EQ,62.74,0.24,17,0.02,0.01
ABGSEC,EQ,109.5,-0.25,45.21,0.01,0.01
DIVYADHAN,ST,50,-0.2,71.53,0.02,0.01
865IIFL28,NS,976.8,1.2,154.6,0,0.01
12VCCL29C,N0,98500,0,24.63,0,0.01
MONEXT50,EQ,67.3,-0.59,1.41,0.01,0.01
12VCCL29A,N0,98000,1.03,24.5,0,0.01
QUICKTOUCH,SM,49.3,-0.1,58.25,0.02,0.01
BOSS,SM,48.5,-0.21,21.56,0.02,0.01
QVCEL,ST,30,1.01,31.35,0.03,0.01
VISHWAS,SM,60,0,60,0.02,0.01
96IIFL28A,NF,983,0.1,322.45,0,0.01
AURDIS,SM,150,1.04,153.75,0.01,0.01
GOENKA,BZ,0.9,-3.23,28.53,1.04,0.01
SINTERCOM,EQ,123.11,-1.24,338.9,0.01,0.01
EQUIPPP,BE,18,-1.48,185.57,0.05,0.01
IDFNIFTYET,EQ,273.29,-0.1,3.91,0,0.01
EQUAL50,EQ,316.99,-1.09,61.42,0,0.01
COUNCODOS,EQ,6.66,1.52,51.68,0.14,0.01
CELLPOINT,SM,17.85,-2.19,33.35,0.05,0.01
HBSL,BE,79.5,-1.82,56.74,0.01,0.01
891NTPC33,N6,1284.99,0,513.96,0,0.01
995SCL2035,NM,970,3.19,5.42,0,0.01
RAMANEWS,BE,32.87,1.99,484.9,0.03,0.01
751HUDCO28,N5,1075.13,-0.15,1369.97,0,0.01
SPLIL,BE,38.75,3.39,112.38,0.02,0.01
GIRIRAJ,ST,333,1.83,796.55,0,0.01
LYPSAGEMS,BE,6.77,-0.88,19.96,0.12,0.01
PERFECT,SZ,6.65,-4.32,11.63,0.12,0.01
IIFLZC28A,NU,1190.05,0,45.05,0,0.01
RADAAN,EQ,3.72,-2.62,20.15,0.21,0.01
MAKS,SM,26.25,-2.78,18.2,0.03,0.01
NIBL,BE,26.13,-0.53,63.31,0.03,0.01
IDENTICAL,SM,39.2,-3.92,54.98,0.02,0.01
TCIFINANCE,BE,13.69,3.09,17.62,0.06,0.01
GAJANAND,SM,12.9,1.57,24.3,0.06,0.01
VCL,BE,0.98,0,18.01,0.78,0.01
WELINV,BE,919.7,-0.51,336.1,0,0.01
SNXT30BEES,EQ,39.05,-0.2,5.64,0.02,0.01
9SCL27,N2,954.9,-0.01,9.95,0,0.01
ANTGRAPHIC,EQ,1.15,1.77,17.83,0.67,0.01
739NHAI26,N8,1033.99,-0.1,678.05,0,0.01
702GS2027,GS,102.61,0.21,38991.8,0.01,0.01
9AEL30,NE,1013.8,0.07,75.91,0,0.01
ACEINTEG,EQ,24.3,2.79,24.79,0.03,0.01
DIGJAMLMTD,BE,53.7,1.19,107.4,0.01,0.01
PROLIFE,ST,138.1,0,56.54,0.01,0.01
HAVISHA,BE,2.06,0,31.63,0.33,0.01
DAMODARIND,EQ,35.8,0,83.41,0.02,0.01
DELTAMAGNT,BE,84.99,1.64,92.22,0.01,0.01
MADHUCON,BE,6.39,-3.18,47.15,0.1,0.01
ROLLT,BE,1.48,0.68,37.02,0.45,0.01
TIRUPATI,ST,519.9,3.98,526.66,0,0.01
LICNMID100,EQ,58.37,0.52,723.14,0.01,0.01
82IGT31,NJ,1033,-0.11,618.96,0,0.01
AMJUMBO,SM,7.6,2.7,7.98,0.08,0.01
9PCHFL31A,NA,1006,-0.39,154.93,0,0.01
DEEM,SM,60.05,-2.36,50.07,0.01,0.01
91D231025,TB,98.69,0.01,13915.29,0.01,0.01
PLADAINFO,SM,19.25,0,16.5,0.03,0.01
898LTF29,N7,1065,1.43,108.36,0,0.01
765AS32,SG,95,0,760,0.01,0.01
MANDEEP,SM,28.3,1.8,29.26,0.02,0.01
MTEDUCARE,BE,2.01,-3.37,14.52,0.27,0.01
1018GS2026,GS,109.5,0.46,16425,0.01,0.01
10IIFLSF27,NB,998.99,0,14.71,0,0.01
10NFL25,N9,1003,0.6,221.95,0,0.01
957NIDO26,N5,983.66,0.31,24.44,0,0.01
CYBERMEDIA,EQ,15.79,-1.13,24.74,0.03,0.01
872MMFSL26,N1,1039.5,0.05,0,0,0.01
NIRAJISPAT,BE,398.35,4.99,23.9,0,0.01
INCREDIBLE,BE,39.55,0.25,184.95,0.01,0.01
875IIFL26A,NQ,1042,1.14,59.62,0,0.01
BBNPNBETF,EQ,55.75,-0.32,3.83,0.01,0.01
AISL,SM,85,0,87.99,0.01,0.01
VIJIFIN,BE,3.63,-2.16,51.73,0.14,0.01
MFML,BE,29.81,0,31.66,0.02,0.01
1003ISFL28,N4,1006.98,0.9,80.95,0,0.01
1040NFL26,NA,998,0.1,94.95,0,0
MOALPHA50,EQ,51.3,0.08,5.08,0.01,0
935LTF29,N5,1088.99,0,120.79,0,0
SENSEXADD,EQ,83.26,-0.38,8.6,0.01,0
1015UCL27,NF,999,0,39.38,0,0
ORTINGLOBE,BE,14.05,4.93,11.42,0.03,0
74GS2062,GS,104.69,-0.06,163316.4,0,0
10IIFL28,N4,985,0,229.23,0,0
ARVEE,EQ,160.1,-1.66,176.43,0,0
563GS2026,GS,101.9,0.05,163552.7,0,0
PNC,BE,28.15,-1.61,40.72,0.02,0
MOGSEC,EQ,62.2,0.58,131.06,0.01,0
KRIDHANINF,BE,4.12,1.98,39.05,0.1,0
GTECJAINX,BE,24.22,1.98,24.68,0.02,0
ITTL,ST,132.5,-2,132.5,0,0
SGBMAY26,GB,10365,0.52,674.07,0,0
AERONEU,BE,103.5,-1.19,266.99,0,0
704GS2029,GS,103.15,-1.39,90772,0,0
QUALITY30,EQ,20.65,-0.77,2.2,0.02,0
LICNFNHGP,EQ,277,0.11,742.23,0,0
935IIFL28,NZ,980,0.93,23.04,0,0
ARTNIRMAN,BE,49.23,0.49,122.86,0.01,0
AATMAJ,SM,19.1,0.26,43.17,0.02,0
CREATIVEYE,BE,7.19,-2.57,14.42,0.05,0
DHTL,SM,46.45,0,14.6,0.01,0
948SCL26A,NN,675,0,12.95,0,0
MON50EQUAL,EQ,31.79,-0.87,25.53,0.01,0
BMETRICS,SM,45.5,-5.01,56.03,0.01,0
SAHAJ,SZ,8.8,0,11.59,0.04,0
CIFCZC28A,N5,1167,0.02,14.51,0,0
AEL120924B,N8,1090,-5.22,37.1,0,0
GOLD360,EQ,98,0.1,16.45,0,0
ALPSINDUS,BE,1.87,3.89,7.31,0.19,0
BBNPPGOLD,EQ,96.9,0,173.25,0,0
WINSOME,BZ,2,0,14.14,0.17,0
10CAGL27,N5,1016.05,-0.48,56.39,0,0
SBILIQETF,EQ,1002.55,0.04,40.93,0,0
NIF5GETF,EQ,62.93,0,24.82,0.01,0
865SCL26,N8,980,-0.51,13.42,0,0
885TCAPS29,NC,1047.99,1.66,180.99,0,0
668GS2040,GS,99,0,31680,0,0
IL&FSENGG,BZ,33.5,-2.02,439.26,0.01,0
ANKITMETAL,BZ,1.94,2.65,27.38,0.16,0
SABEVENTS,BE,6,0.17,6.29,0.05,0
TFL,BE,16.37,-4.88,88.36,0.02,0
753IRFC30,NJ,1155,0,1240.72,0,0
HEALTHADD,EQ,148.94,0.2,10.77,0,0
MOLOWVOL,EQ,37.96,-0.42,79.2,0.01,0
RADIOCITY,P1,114.75,0,102.93,0,0
SGL,BE,13.65,4.12,36.84,0.02,0
SECMARK,BE,130,-0.73,135.34,0,0
MOPSE,EQ,95.52,-0.37,1.15,0,0
812REC27,NI,1052,-0.09,0,0,0
SCL01825,N6,951.01,1.17,6.65,0,0
970CAGL28,ND,1017,-0.49,257.54,0,0
LTGILTCASE,EQ,29.21,-0.07,19.14,0.01,0
BILVYAPAR,BE,10.8,-0.92,33.88,0.02,0
YUDIZ,SM,30.6,-4.38,31.58,0.01,0
MORARJEE,BZ,8.88,4.96,32.26,0.03,0
ROML,BE,47.85,0,71.72,0,0
875NHAI29,N6,1157,-0.64,1376.61,0,0
FEL,BZ,0.56,1.82,25.48,0.42,0
885SCL26,N9,1041.26,-0.45,1031.63,0,0
UNIINFO,BE,20,-4.35,21.39,0.01,0
10ISFL26,N3,1066,0,78.3,0,0
SGBNOV26,GB,10950,5.8,448.32,0,0
NEXTMEDIA,EQ,6.48,-0.61,43.35,0.03,0
SGBDEC2513,GB,10300,-0.4,136.12,0,0
81TCHF28,N8,1022.6,0.06,39.14,0,0
875SFL27,ZF,1012.3,0,14,0,0
WEIZMANIND,EQ,109,-0.43,168.88,0,0
990SCL26B,Y7,1010.2,-2.57,17.88,0,0
875PCHFL26,N8,1000,0,80.87,0,0
628GS2032,GS,99.1,0.1,21802,0,0
1119NFL27,ND,1048,0.77,52.19,0,0
87SCL27A,ZK,990,0.93,5.04,0,0
SCLZC26,NB,2099,-0.52,51.1,0,0
10SCL30A,BV,880,0,7.09,0,0
TIJARIA,BE,7.61,-1.17,21.78,0.02,0
880IREDA29,N5,1156.37,1.88,271.23,0,0
96SFIL24A,NB,841,2.44,10.43,0,0
DELPHIFX,BE,203,-1.57,225.9,0,0
613GS2028,GS,101.49,0,11163.9,0,0
LICNETFSEN,EQ,913.34,-0.94,819.28,0,0
AXSENSEX,EQ,83.81,-0.36,132.59,0,0
ABMINTLLTD,BE,46.07,-1.98,43.34,0,0
892NHPC33,N6,1279,0,324.38,0,0
888REC29,NF,1155.01,-0.26,337.89,0,0
862REC33,NA,1242.13,0,51.71,0,0
NKIND,EQ,66.56,-0.36,40,0,0
SCL310524,ZF,1096,0.27,6.02,0,0
0SCL26,YR,1088.9,0.04,6.91,0,0
SGBJAN26,GB,10500,0,343.81,0,0
888IHFL25F,NC,1046.75,0,181.53,0,0
SGBNOV25VI,GB,10325,0.05,158.34,0,0
733GS2026,GS,102.65,-0.15,47219,0,0
EASTSILK,BE,30.61,4.97,15.3,0,0
OMKARCHEM,BZ,6.82,-5.01,14.03,0.01,0
91D110925,TB,99.6,0,16434,0,0
182D110925,TB,99.21,0.19,14038.22,0,0
679GS2034A,GS,99,0,2530.95,0,0
364D010126,TB,97.64,0.22,7811.2,0,0
775PN42,SG,97.14,-0.93,2428.5,0,0
GSEC10IETF,EQ,256.89,0.71,496.47,0,0
93MOFSL34,N6,1056,2.03,49.69,0,0
888ERFL28,N5,950,-0.81,38.87,0,0
FELDVR,BZ,3.38,4,13.31,0.03,0
GLFL,BE,5.71,-3.22,15.49,0.01,0
760PFCL35,N3,1212.11,-2.09,0,0,0
GVPTECHPP,E1,5.57,0,11.79,0.01,0
CIFCZC25,ND,1124,-0.09,14.2,0,0
SETUINFRA,BZ,0.69,4.55,8.67,0.09,0
105UCL2026,NB,1000,-0.5,34.15,0,0
PREMIER,BE,3.56,-2.47,10.81,0.02,0
IMC1,N0,251,0,61.24,0,0
888IRFC29,NE,1156.99,-0.09,504.93,0,0
990SCL26,N7,715.3,0.56,7.61,0,0
SHYAMTEL,BE,14.45,4.18,16.29,0,0
702GS2031,GS,103.4,0.19,66176,0,0
84TCHF28,NA,1062,0,96.19,0,0
965SCL26F,N1,1051.2,-1.3,19.19,0,0
965SCL25C,N0,583.2,-3.09,10.64,0,0
FLEXITUFF,EQ,21.12,4.97,64.85,0,0
SBIN,T0,827.65,0.24,763972.06,0,0
CALSOFTPP,X1,4.7,4.91,21.79,0,0
732IRFC25,NI,1068.95,0.18,394.39,0,0
105IIFL29,N7,1015,0.79,15.68,0,0
1025UCL27A,NG,972.91,-1.23,32.27,0,0
865SCL27,N4,960,0,24.44,0,0
948SCL27A,ZJ,959,0,11.97,0,0
IMPEXFERRO,BZ,2,-0.99,17.59,0,0
699GS2026,GS,102.4,-0.06,57344,0,0
83GS2040,GS,112.25,2.04,101025,0,0
GOLDENTOBC,BZ,36.25,0,63.83,0,0
ORTEL,BZ,1.58,-4.24,5.21,0,0
TATASTEEL,T0,161,-0.32,200984.79,0,0
724GS2055,GS,100.75,0.75,13097.5,0,0
GSEC10ABSL,EQ,109,-0.14,90.49,0,0
716GS2050,GS,103.75,0.06,91300,0,0
676GS2061,GS,97,0,137836.57,0,0
IDEA,T0,6.7,2.29,72589.83,0,0
